sample_id,model,split,is_visually_confused,is_text_overwritten,trajectory_class,best_config,matched_grid_best_config
mlvu-001880,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001881,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001882,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001883,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001884,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001885,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001886,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001887,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001888,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001889,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001890,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001891,Qwen3-VL-8B,MLVU,1,0,oscillating,32f_151k,32f_151k
mlvu-001892,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001893,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,128f_151k,textonly
mlvu-001894,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001895,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001896,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001897,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001898,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001899,Qwen3-VL-8B,MLVU,1,0,oscillating,64f_151k,64f_151k
mlvu-001900,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001901,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001902,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001903,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001904,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001905,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001906,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001907,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001908,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001909,Qwen3-VL-8B,MLVU,1,1,monotonic_decreasing,textonly,textonly
mlvu-001910,Qwen3-VL-8B,MLVU,1,1,monotonic_decreasing,textonly,textonly
mlvu-001911,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001912,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001913,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-001914,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001915,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001916,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001917,Qwen3-VL-8B,MLVU,1,0,oscillating,32f_151k,32f_151k
mlvu-001918,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001919,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001920,Qwen3-VL-8B,MLVU,1,1,monotonic_decreasing,textonly,textonly
mlvu-001921,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001922,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001923,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001924,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001925,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001926,Qwen3-VL-8B,MLVU,1,0,oscillating,32f_151k,32f_151k
mlvu-001927,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001928,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001929,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001930,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001931,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001932,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001933,Qwen3-VL-8B,MLVU,1,1,monotonic_decreasing,textonly,textonly
mlvu-001934,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001935,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001936,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001937,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001938,Qwen3-VL-8B,MLVU,1,0,oscillating,64f_151k,64f_151k
mlvu-001939,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001940,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-001941,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001942,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001943,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001944,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001945,Qwen3-VL-8B,MLVU,1,0,oscillating,64f_151k,64f_151k
mlvu-001946,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001947,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001948,Qwen3-VL-8B,MLVU,1,0,oscillating,64f_151k,64f_151k
mlvu-001949,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001950,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001951,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001952,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001953,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001954,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,32f_151k,32f_151k
mlvu-001955,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001956,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001957,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,32f_151k,32f_151k
mlvu-001958,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001959,Qwen3-VL-8B,MLVU,1,1,monotonic_decreasing,textonly,textonly
mlvu-001960,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001961,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001962,Qwen3-VL-8B,MLVU,1,0,oscillating,32f_151k,32f_151k
mlvu-001963,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001964,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001965,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001966,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001967,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-001968,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001969,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001970,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001971,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001972,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001973,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001974,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001975,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001976,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001977,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-001978,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001979,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001980,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001981,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001982,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001983,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-001984,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001985,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001986,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-001987,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001988,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001989,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001990,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001991,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001992,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001993,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-001994,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001995,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,128f_151k,textonly
mlvu-001996,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001997,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-001998,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-001999,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002000,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,32f_151k,32f_151k
mlvu-002001,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-002002,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002003,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002004,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-002005,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002006,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002007,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002008,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002009,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002010,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002011,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002012,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002013,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002014,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002015,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002016,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002017,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002018,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002019,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002020,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002021,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002022,Qwen3-VL-8B,MLVU,1,1,monotonic_decreasing,textonly,textonly
mlvu-002023,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002024,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002025,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002026,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002027,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002028,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002029,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002030,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002031,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002032,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-002033,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002034,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002035,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002036,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002037,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002038,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002039,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002040,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002041,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002042,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002043,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002044,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-002045,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002046,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002047,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002048,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002049,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002050,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002051,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002052,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,32f_151k,32f_151k
mlvu-002053,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002054,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002055,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002056,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002057,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002058,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002059,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002060,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002061,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002062,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002063,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002064,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002065,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002066,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002067,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002068,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002069,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002070,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002071,Qwen3-VL-8B,MLVU,1,0,oscillating,32f_151k,32f_151k
mlvu-002072,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002073,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002074,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002075,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,64f_151k,64f_151k
mlvu-002076,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002077,Qwen3-VL-8B,MLVU,1,0,oscillating,64f_151k,64f_151k
mlvu-002078,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002079,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002080,Qwen3-VL-8B,MLVU,1,0,oscillating,32f_151k,32f_151k
mlvu-002081,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002082,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-002083,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002084,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002085,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002086,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002087,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002088,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002089,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002090,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002091,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,32f_151k,32f_151k
mlvu-002092,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002093,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002094,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002095,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002096,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002097,Qwen3-VL-8B,MLVU,1,1,monotonic_decreasing,textonly,textonly
mlvu-002098,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002099,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002100,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002101,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002102,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002103,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002104,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002105,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002106,Qwen3-VL-8B,MLVU,1,1,monotonic_decreasing,textonly,textonly
mlvu-002107,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002108,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002109,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002110,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-002111,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002112,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-002113,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002114,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002115,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002116,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002117,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002118,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002119,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002120,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002121,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002122,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002123,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002124,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002125,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,32f_151k,32f_151k
mlvu-002126,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,32f_151k,32f_151k
mlvu-002127,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002128,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002129,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002130,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002131,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002132,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-002133,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002134,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002135,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002136,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002137,Qwen3-VL-8B,MLVU,1,0,oscillating,32f_151k,32f_151k
mlvu-002138,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002139,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002140,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002141,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002142,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002143,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002144,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002145,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002146,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002147,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002148,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002149,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002150,Qwen3-VL-8B,MLVU,1,0,oscillating,64f_151k,64f_151k
mlvu-002151,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002152,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002153,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002154,Qwen3-VL-8B,MLVU,1,0,oscillating,64f_151k,64f_151k
mlvu-002155,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002156,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,128f_151k,textonly
mlvu-002157,Qwen3-VL-8B,MLVU,0,0,always_wrong,textonly,textonly
mlvu-002158,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002159,Qwen3-VL-8B,MLVU,1,0,oscillating,16f_151k,16f_151k
mlvu-002160,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002161,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002162,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
mlvu-002163,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002164,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,128f_151k,textonly
mlvu-002165,Qwen3-VL-8B,MLVU,1,1,oscillating,textonly,textonly
mlvu-002166,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002167,Qwen3-VL-8B,MLVU,0,0,always_correct,textonly,textonly
mlvu-002168,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,64f_151k,64f_151k
mlvu-002169,Qwen3-VL-8B,MLVU,0,0,monotonic_increasing,16f_151k,16f_151k
302-1,Qwen3-VL-8B,V1_medium,0,0,always_correct,textonly,textonly
302-2,Qwen3-VL-8B,V1_medium,0,0,always_correct,textonly,textonly
302-3,Qwen3-VL-8B,V1_medium,0,0,always_wrong,textonly,textonly
303-1,Qwen3-VL-8B,V1_medium,0,0,always_correct,textonly,textonly
303-2,Qwen3-VL-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
303-3,Qwen3-VL-8B,V1_medium,0,0,always_wrong,textonly,textonly
304-1,Qwen3-VL-8B,V1_medium,0,0,monotonic_increasing,128f_151k,textonly
304-2,Qwen3-VL-8B,V1_medium,0,0,always_wrong,textonly,textonly
304-3,Qwen3-VL-8B,V1_medium,0,0,always_wrong,textonly,textonly
306-1,Qwen3-VL-8B,V1_medium,0,0,always_wrong,textonly,textonly
306-2,Qwen3-VL-8B,V1_medium,0,0,always_correct,textonly,textonly
306-3,Qwen3-VL-8B,V1_medium,0,0,always_wrong,textonly,textonly
307-1,Qwen3-VL-8B,V1_medium,1,1,oscillating,textonly,textonly
